,juduls,link,sinopsis,tahuns
162,Bukan Pocong Biasa,http://filmindonesia.or.id/movie/title/lf-b016-11-247926_bukan-pocong-biasa,"Jaki, Remon, Papay, Niken, dan Anna pergi untuk membuat film pendek mengenai kehidupan warga di sebuah kaki bukit. Dalam perjalanan ban mobil yang dikendarai Jaki dkk kempes. Mereka berhenti tepat di depan rumah angker, Mereka kehilangan dongkrak dan memutuskan untuk memasuki rumah angker itu untuk mencari pinjaman dongkrak. Mereka tidak tahu kalau rumah yang mereka masuki… ",2011
163,Arwah Kuntilanak Duyung,http://filmindonesia.or.id/movie/title/lf-a021-11-099717_arwah-kuntilanak-duyung,"Linda dan Ardo bertemu dan saling jatuh cinta di sebuah pantai dan menikah. Ardo membangun sebuah villa pantai untuk istri tercinta. Mereka tinggal di villa itu bersama dua pembantu yang konyol dan lucu, Olga dan Ayu.
Sebuah kekonyolan tak sengaja melahirkan teror tak terduga. Sule, tukang ojek, membuang darah dan ari-ari istrinya yang baru melahirkan ke… ",2011
164,Setannya Kok Masih Ada,http://filmindonesia.or.id/movie/title/lf-s019-11-629538_setannya-kok-masih-ada,"Dedi dan Beno, sarjana pengangguran, melihat lowongan pekerjaan sebagai penjaga kamar mayat. Dedi menerima pekerjaan tersebut, tapi Beno yang penakut, menolak. Toh, mereka menerima pekerjaan itu. Dari kamar mayat itulah mereka berkenalan dengan Maya, seorang model. Maya menerima warisan dari kakeknya yang baru saja meninggal secara misterius. Sang kakek mewariskan rumah berikut perkebunan yang sangat luas.… ",2011
165,Pocong Minta Kawin,http://filmindonesia.or.id/movie/title/lf-p016-11-681351_pocong-minta-kawin,"Di sebuah rusun pinggiran Jakarta, Ningsih (Chika Waode) senang karena akan nikah dengan Hamid (Jimmy). Ternyata Hamid tidak kunjung datang sehingga pernikahan batal. Ningsih berniat bunuh diri dengan loncat dari lantai atas rusun. Yuli Gaga (Julia Perez) yang melihat Ningsih, terkejut dan langsung berteriak memanggil Ningsih. Ningsih kaget dan tergelincir jatuh dari lantai atas rusun dan… ",2011
166,Pacar Hantu Perawan,http://filmindonesia.or.id/movie/title/lf-p017-11-315814_pacar-hantu-perawan,"Vicky (Vicky Vette), Mandy (Dewi Perssik), dan Misa (Misa Campo), adalah kakak beradik sekandung. Suatu hari Mandy yang sedang jenuh pergi berwisata dengan sahabat sekaligus managernya Joyce (Natha Narita) dan pacarnya Alex (Rafi Cinoun), ke sebuah hutan yang asri. Tempat itu dijuluki Hutan Jodoh, karena memiliki pancuran yang bisa memperekat jodoh. Joyce merasa menemukan Alex setelah… ",2011
167,Keranda Kuntilanak,http://filmindonesia.or.id/movie/title/lf-k017-11-453782_keranda-kuntilanak,"Abby (Tifany Jane) dan Ikke (Fiona Fachry) tidak menduga bahwa pondokan mereka yang aman dan tentram, tiba-tiba menjadi seram. Setiap malam ada kejadian aneh yang menimpa mereka berdua. Cody (Indra Brotolaras), kekasih Ikke, dan DJ (Zaky Zimah), cowok manis tapi lugu yang sering mampir ke pondokan mereka, juga kena batunya. Suatu hari Steff (Stefan William) menemui… ",2011
168,Kepergok Pocong,http://filmindonesia.or.id/movie/title/lf-k014-11-047543_kepergok-pocong,"Aina (Aziz Gagap), mahasiswa yang punya pekerjaan sampingan sebagai penggali kuburan. Ia tinggal bersama Boy (Reymond Knuliq) dan Ceko (Rozie Mahally). Boy yang merasa dirinya paling ganteng berpacaran dengan Princess (Nadya Almira). Saking cintanya pada Princess, ia rela meminjam uang ke sana-sini untuk membahagiakan Princess. Sedangkan Ceko memendam cinta pada Niken (Keira Shabira). Suatu ketika Donatus… ",2011
169,Tumbal Jailangkung,http://filmindonesia.or.id/movie/title/lf-t017-11-964981_tumbal-jailangkung,"Raka mengajak tiga temannya, Harly, Roni, dan Agnes untuk melakukan perjalanan ke desa Angker Batu. Di perjalanan mereka mengalami beberapa kejadian aneh, dan malapetaka menimpa mereka. Muncul mahluk gaib yang menghantam mereka satu per satu sampai mati, kecuali Raka yang berhasil lolos dari pembantaian itu. 30 tahun kemudian… Linda, mahasiswi, terpukul karena mengetahui pacarnya Richard, hanya… ",2011
170,Ada Apa dengan Pocong?,http://filmindonesia.or.id/movie/title/lf-a018-11-311925_ada-apa-dengan-pocong,"Suatu malam Wawan diteror habis-habisan oleh pocong di tempat kosnya. Kawan-kawannya: Hary, Boy dan Tedi mengalami hal sama, bahkan Tedi dan Hary tertabrak mobil, ketika ketakutan dikejar pocong sehingga harus dirawat di rumah sakit. Esoknya, Hary dan Wawan mendatangi dukun sakti untuk meminta perlindungan. Ternyata, keris pemberian dukun tidak membuat pocong berhenti mengejar.
Kecelakaan yang menimpa… ",2011
171,Pelet Kuntilanak,http://filmindonesia.or.id/movie/title/lf-p015-11-531426_pelet-kuntilanak,"Pamela terobsesi mempercantik diri dengan memanfaatkan pelet berupa celana  dalam pria. Untuk memiliki pelet tersebut, Pamela bersekutu dengan iblis. Pelet ini meminta tumbal nyawa manusia. Kepuasan yang dirasakan cowok-cowok setelah terlibat dengan Pamela akan berujung pada kematian. Ironisnya Pamela tak mengetahui hal ini. Korban-korban Pamela kebanyakan teman sekampusnya. Selain Pamela, Tantri juga memanfaatkan pelet untuk membalaskan… ",2011
172,Pocong Mandi Goyang Pinggul,http://filmindonesia.or.id/movie/title/lf-p024-11-422335_pocong-mandi-goyang-pinggul,"Ferdi pulang dari klub malam dalam keadaaan mabuk dan menabrak sebuah mobil. Sebulan setelah kejadian itu Ferdi kerap kali melihat hantu. Di saat yang sama Ferdi juga menjalin hubungan dengan Sasha lewat dunia maya. Keluarga Ferdi yang merasa curiga, mencoba menyelidiki latar belakang Sasha. Mereka menemukan hubungan antara hadirnya Sasha dengan kecelakaan Ferdi. ",2011
173,Suster Keramas 2,http://filmindonesia.or.id/movie/title/lf-s014-11-873342_suster-keramas-2,"Tiga anak muda, Jack (Ricky Harun), Tando (Zidni Adam) dan Shelly (Violenzia Jeanette) gemar berbalap motor di jalanan. Suatu malam Shelly mengalami kecelakaan. Kedua sahabatnya segera membawa ke rumah sakit terdekat. Ketika menunggu Shelly di rawat, mereka bertemu dengan gadis Jepang (Sola Aoi) yang sedang mengantar berobat sahabatnya, Cakil (Marcel Darwin). Rumah sakit itu ternyata bukan… ",2011
174,Kuntilanak Kesurupan,http://filmindonesia.or.id/movie/title/lf-k019-11-596416_kuntilanak-kesurupan,"Wesley mendapat tugas membuat novel horror. Ia mengalami kesulitan. Teman karibnya, Momon Nganga, menawarkan menulis biografi artis tenar bernama Indra Devian dengan bayaran cukup tinggi. Karena tergiur ia pun mau dan novel horror ia tunda.
Sejak mengerjakan biografi Indra Devian, peristiwa-peristiwa aneh dan gaib datang silih berganti. Ada sosok kuntilanak yang senantiasa mengganggu Wesley. Pertanyaan Wesley… ",2011
175,13 Cara Memanggil Setan,http://filmindonesia.or.id/movie/title/lf-1020-11-475655_13-cara-memanggil-setan,"Ketika berburu buku bekas di sebuah toko buku tua, empat mahasiswa, Fredi (Yoga Hoebner), Tera (Debby Ayu), Dilo (Diki Al Mubaraq) dan Venus (Roy Saputra) menemukan buku kuno bersampul kulit ular: 13 Cara Memanggil Setan. Buku itu hanya bisa dibuka jika sudah ada tetesan darah segar manusia. Larangan untuk tidak membuka dan mempraktekkan cara-cara memanggil setan… ",2011
176,Misteri Hantu Selular,http://filmindonesia.or.id/movie/title/lf-m019-11-465298_misteri-hantu-selular,"Viki (Boy Hamzah), Alissa (Celine Evangelista), Cintya (Gita Sinaga), Rama (Udjie Tongky), Rezky Umar Syarief), dan Olla (Reyna Venzka) bersahabat sejak SMA, mengadakan pesta reuni di sebuah villa bernama Jalatunda yang dijaga oleh seorang kakek bernama Sastro.  Istri kakek Sastro, nenek Murti senang melantunkan tembang Jawa berunsur magis.
 Mereka mengadakan sessi “pengakuan dosa”, yakni saling mengungkapkan… ",2011
177,Dedemit Gunung Kidul,http://filmindonesia.or.id/movie/title/lf-d018-11-767924_dedemit-gunung-kidul,"Rodney (45 tahun), pengusaha, punya dua anak: Vicky (26) dan Jane (25). Ia berhutang pada gembong Mafia, Mark (35), yang berpenampilan pengusaha bertangan dingin. Rodney tak sanggup membayar hutang. Mark meminta jaminan: puterinya mesti dijadikan isterinya. Mau tak mau Rodney menyetujui dan menyerahkan Vicky yang memang menyukai Mark. Sebelum menikah, Mark mengajak Vicky berlibur mendaki Gunung… ",2011
178,Pocong Ngesot,http://filmindonesia.or.id/movie/title/lf-p012-11-528244_pocong-ngesot,"Asep (23), pemuda desa lugu namun sangat percaya diri, tertantang untuk mencari pekerjaan layak, demi menikahi kekasih tercintanya, Lilis (22). Penyebabnya: ayah Lilis, Abah Dading (50), tak pernah setuju putri semata wayangnya berhubungan dengan Asep lantaran kerjanya cuman menggembala kerbau dan membajak sawah orang.
Asep memutuskan pergi ke kota besar. Setiba di kota, Asep tinggal di… ",2011
179,Jenglot Pantai Selatan,http://filmindonesia.or.id/movie/title/lf-j020-11-971808_jenglot-pantai-selatan,"Randy, Temmi, Denisa, dan Josh berharap bisa menikmati liburan seru mereka di sebuah pantai eksklusif: pantai perawan, yang baru saja di beli seorang pengusaha muda untuk dikembangkan sebagai tempat wisata. Tidak ada yang mengira bahwa di salah satu desa terdekat sedang terjadi kehebohan akan kemunculan makhluk aneh, yang mereka sebut sebagai Jenglot, yang haus akan darah.… ",2011
180,Arwah Goyang Karawang,http://filmindonesia.or.id/movie/title/lf-a019-11-784877_arwah-goyang-karawang,"Lilis terpaksa kembali menjadi penari di sebuah grup tari jaipong Goyang Karawang, setelah sekian lama dunia yang dulu pernah membesarkan namanya itu dia tinggalkan demi sebuah perkawinan. Aji sebagai suami Lilis, tidak lagi bisa mencegah karena Aji tidak berdaya karena kondisi ekonomi rumah tangganya berantakan sejak dirinya kena PHK dan menganggur. Kembalinya Lilis membuat perubahan yang… ",2011
181,Pelukan Janda Hantu Gerondong,http://filmindonesia.or.id/movie/title/lf-p026-11-728815_pelukan-janda-hantu-gerondong,"Kylie (Indah Kalalo), sutradara terkenal, tinggal bersama tunangannya, Robby (Andreano Phillip), di sebuah apartemen di Jakarta. Untuk film terbarunya ia khusus mengundang artis yang juga temanya dari Kuala Lumpur, Jenna (Aida Saskia). Film itu diilhami sebuah serial tv kegemarannya yang setiap hari ditontonnya. Serial itu menceritakan seorang artis ternama Patty (Angel Lelga), kekasihnya, dan sahabat mereka,… ",2011
182,Pocong Rumah Angker,http://filmindonesia.or.id/movie/title/lf-p017-10-607370_pocong-rumah-angker,"Zaki, Joana dan Reni mengunjungi rumah kosong yang dikenal sebagai tempat pembuangan dan penguburan mayat dalam kasus kriminal. Mereka berniat mendokumentasikan bangunan itu. Joana tanpa sengaja menemukan payung usang dan mengembangkannya. Zaki percaya hal tersebut akan mengundang makhluk-makhluk gaib. Semenjak itu Zaki, Joana dan Debby kerap diganggu oleh penampakkan berupa sosok penari Jaipong dan pocong. Suatu… ",2010
183,"Cin... Tetangga Gue, Kuntilanak!",http://filmindonesia.or.id/movie/title/lf-c024-10-693516_cin-tetangga-gue-kuntilanak,"Safina, sedang hamil tua mengalami tekanan jiwa oleh suaminya Anton karena berselingkuh dengan sekertarisnya, Yuli. Yuli berhasil menusukkan jarum yang berguna-guna ke perut Safina yang sedang hamil hingga tewas. Anton dibuat dia tidak bereaksi atas kematian Safina, tetapi bayinya dapat diselamatkan.
Yuli bersekongkol dengan dukunnya mengadakan ritual memasang paku emas dikepala mayat Safina supaya rohnya tidak… ",2010
184,Hantu Tanah Kusir,http://filmindonesia.or.id/movie/title/lf-h015-10-009055_hantu-tanah-kusir,"Jupri mewarisi delman kakak iparnya. Karena sepi penumpang, Kirno, sahabatnya menyarankan Jupri untuk meminta berkah ke kuburan. Ternyata delmannya malah tertukar dengan delman hantu tanah kusir. Nasib Jupri berubah seketika. Penumpangnya ramai. Namun, semuanya tak berlangsung lama, ketika muncul Odong bersama Pauline, gadis Jepang yang seksi, Hantu tanah kusir mulai menagih janji. ",2010
185,Setan Facebook,http://filmindonesia.or.id/movie/title/lf-s013-10-130760_setan-facebook,"Farah, remaja 19 tahun yang sangat energik dan spontan, dianggap terlalu narsistik oleh teman-teman dekatnya. Cici, sahabatnya dan Nauvam pacarnya sudah seringkali mengingatkan Farah agar tidak terlalu obsesi dengan status di Facebook.Kadar aktifitas Farah sudah berlebihan, di manapun dan kapanpun ia terus saja memperbarui status Facebook. Apapun yang ada di benaknya tak pernah terlewat sekalipun.
Teror… ",2010
186,Rintihan Kuntilanak Perawan,http://filmindonesia.or.id/movie/title/lf-r025-10-289186_rintihan-kuntilanak-perawan,Seorang pembunuh seksi yang melakukan aksi pembunuhan berantai terhadap orang-orang di sekitarnya. ,2010
187,Pengantin Pantai Biru,http://filmindonesia.or.id/movie/title/lf-p019-10-276316_pengantin-pantai-biru,"Ryan (Keith Foo), Naomi (Uli Auliani), Amel (Debby Ayu), Jazzy (Cynthiara Alona), Jojo (Fendi Trihartanto) dan Gathan (Yoga Hoebner) mengunjungi sebuah pantai terpencil namun indah di sebuah desa pedalaman. Solikum (Toro Margen), lelaki tua penjaga penginapan memperingatkan mereka untuk berhati-hati terhadap makhluk gaib yang berkeliaran di sekitar pantai dan hutan. Pada saat Ryan dan teman-temannya bersuka… ",2010
188,Pocong Jumat Kliwon,http://filmindonesia.or.id/movie/title/lf-p017-10-150789_pocong-jumat-kliwon,"Saat sekelompok anak muda  melakukan syuting film pendek horor di hutan, Linda, pemeran arwah penasaran, nyaris membunuh Arumi, pemain utama. Moniq dan crew lainnya lekas mencegah. Ternyata Linda kesurupan dan kabur dari lokasi. Anehnya, Linda pingsan setelah rambut palsu yang dikenakannya dilepas oleh Dana. Zaki menduga rambut palsu itu penyebabnya. Rambut palsu itu pun dibuang. Keesokan… ",2010
189,Time,http://filmindonesia.or.id/movie/title/lf-t004-10-753856_time,"Kisah ini adalah kisah perjalanan waktu di mana beberapa orang yang tidak saling kenal menjalankan kesehariannya masing masing, dan akhirnya waktu juga yang membuat mereka saling bertemu. ",2010
190,Nakalnya Anak Muda,http://filmindonesia.or.id/movie/title/lf-n016-10-674772_nakalnya-anak-muda,"Andien dan Renatta, dua sahabat yang kuliah satu kampus dan tinggal satu apartmen.Suatu hari Renatta kehilangan Andien setelah ikut acara sebuah pesta topeng. Namun, Andien ternyata muncul kembali. Renata mengajak Andien untuk ikut sebuah pesta lagi. Di pesta itu Andien dan Renata berkenalan dengan Dicky, Andra, Pay dan Reno mengajak Andien dan Renata untuk berlibur kesebuah… ",2010
191,Pocong Keliling,http://filmindonesia.or.id/movie/title/lf-p014-10-282589_pocong-keliling,"Jamal dan istrinya Astrid panik saat satu-persatu penghuni rumah di kompleks mereka mulai pindah. Dan jadwal affair Jamal dan tetangganya, Barbara, juga kacau  Semua karena adanya pocong keliling yang mengetuk pintu rumah warga setiap malam. Rumah-rumah yang ditinggalkan pun kosong dan sulit sekali mendapat pembeli karena beritanya sudah santer kemana-mana. Hal itu menarik minat kameraman dan… ",2010
192,The Maling Kuburans,http://filmindonesia.or.id/movie/title/lf-t017-09-039191_the-maling-kuburans,"Niko (Indra Birowo) dan Imen (Ytonk) terpaksa menjadi maling kuburan dadakan untuk menebus warisan kedua ayah mereka, yang ternyata juga berprofesi sebagai maling kuburan. Usaha mereka untuk menjadi maling kuburan, tidaklah mudah. Apalagi ketika mereka berhasil mendapatkan peta lokasi kuburan yang justru telah berubah menjadi bangunan asrama kesusteran putri. ",2010
193,Rayuan Arwah Penasaran,http://filmindonesia.or.id/movie/title/lf-r020-10-354013_rayuan-arwah-penasaran,"Bobby hanya mengenal dua wanita dalam hidupnya. Pertama: Ira, wanita yang dicintainya, kedua: Diana, adik tirinya. Sejak Ira menghilang secara misterius, Bobby kerap melihat penampakan makhluk halus di rumahnya. Hal ini meresahkan Diana yang akhirnya mengajak kekasihnya Remy dan dua temannya untuk bersama-sama menyelidiki apa yang sesungguhnya terjadi pada Ira. ",2010
194,Taring,http://filmindonesia.or.id/movie/title/lf-t006-10-995122_taring,"Farah (Fahrani), seorang model, menerima job model lingerie dari sebuah perusahaan terkenal, Heaven’s Secret, dengan tema wild fantasy. Farah bersama dua model lainnya – Wiwid (Shinta Bachir) dan Gabriella (Rebecca Reijman)- pergi ke sebuah daerah terpencil yang alamnya masih liar tapi indah untuk pengambilan foto. Bersama mereka, ada Damian (Dallas), fotografer, Alex – perwakilan perusahaan Heaven’s… ",2010
195,Tiran (Mati di Ranjang),http://filmindonesia.or.id/movie/title/lf-t018-10-051095_tiran-mati-di-ranjang,"Diana (Dewi Persik) dan Gugun (Indra L Bruggman) baru menempati rumah baru mereka yang nyaman. Diana sedang hamil muda. Mereka pun sibuk mencari berbagai perabotan untuk mengisi rumah mereka Salah satunya adalah ranjang. Tetangga baru mereka, Lisye (Ayu Dewi) dan keponakannya Ling Ling (Zuzana Chang) menawarkan ranjang di toko mereka. Kebetulan Lisye baru mendapatkan lelang kasur… ",2010
196,Te[Rekam],http://filmindonesia.or.id/movie/title/lf-t007-10-200138_terekam,"Olga Lydia ingin membuat film horor. Dalam pengerjaan proyek ini Olga mengikutsertakan temannya Monique, seorang pemain film dan sinetron, dan Julia Perez. Insiden diawali ketika Olga, Jupe dan Monique memutuskan untuk tinggal di sebuah rumah milik teman Olga dalam rangka mempersiapkan film mereka. Olga meminta agar semua kegiatan mereka di dalam rumah itu direkam dengan kamera,… ",2010
197,Affair (Permainan Cinta Yang Mematikan),http://filmindonesia.or.id/movie/title/lf-a033-10-279784_affair-permainan-cinta-yang-mematikan,"Kisah tentang permainan cinta dua sahabat Reta (Sigi Wimala) dan Santi (Garneta Haruni). Pengorbanan cinta untuk persahabatan melahirkan kecemburuan fatal, dan mengakibatkan kematian. Reta dan Santi bersahabat sejak kecil. Mereka sempat berpisah selama beberapa tahun dan bertemu kembali saat kuliah. Reta jatuh cinta pada teman kuliah mereka yang bernama Daniel (Dimas Aditya), yang sebenarnya kekasih Santi.… ",2010
198,Dendam Pocong Mupeng,http://filmindonesia.or.id/movie/title/lf-d018-10-845592_dendam-pocong-mupeng,"Sepasang kekasih yang sedang pacaran terkena celaka. Entah kenapa sang pria mengintip pacarnya. Yang diintip memergoki, tapi malah jatuh dari tingkat dua karena pagarnya tiba-tiba roboh, dan sang pria tiba-tiba terlilit kabel lalu tersetrum listrik. Keduanya tewas. Setelah meninggal, mereka tetap bisa berhubungan, Si pria jadi pocong dan si perempuan entah jadi setan apa. Rumah mewah… ",2010
199,Kain Kafan Perawan,http://filmindonesia.or.id/movie/title/lf-k016-10-783158_kain-kafan-perawan,"Rasti (Ardina Rasti) dan lima temannya membuat sebuah video klip di stasiun kereta api. Saat mereka sedang mengedit video tersebut, tiba-tiba muncul penampakan yang cukup aneh. Rasti penasaran dengan penampakan itu dan memutuskan kembali ke lokasi syuting video. Setibanya di stasiun, muncul ide membuat film dokumenter tentang penampakan yang dilihatnya. Rasti bermaksud untuk menjualnya ke stasiun… ",2010
200,Raped by Saitan (Diperkosa Setan),http://filmindonesia.or.id/movie/title/lf-r027-10-612488_raped-by-saitan-diperkosa-setan,"Rico (Teguh Julianto), pemuda tampan, sopan, dan baik adalah seorang hypersex. Kelainannya itu membuat dia selalu gonta-ganti wanita tiap malam sampai akhirnya mati dibunuh oleh kuntilanak yang menyamar sebagai gadis cantik. Dua tahun setelah kejadian itu, Marsya (Cynthiara Alona) gadis seksi berumur 22 tahun mencari pekerjaan di Jakarta karena baru kehilangan orangtuanya dan harus membiayai pengobatan… ",2010
201,Pemburu Hantu The Movie,http://filmindonesia.or.id/movie/title/lf-p020-10-089270_pemburu-hantu-the-movie,"Pak.Budi (Tenno Ali) dan anaknya, Ikhsan (Randy Tanaya) selalu setia merawat rumah batu milik keluarga Ibu.Ranty (Farah Hatim), ibu dari Vika (Poppy Bunga). Rumah yang sudah lama tidak dihuni itu menjadi tempat berkumpulnya mahluk ghaib. Hal tersebut dirasakan oleh Vika. Hantu wanita yang kerap meneror penghuni rumah adalah sosok jelmaan Jin. Bahkan keberadaan jasad Diana (Jenny… ",2010
202,Rumah Dara,http://filmindonesia.or.id/movie/title/lf-r009-10-912743_rumah-dara,"Adjie (Ario Bayu) dan Astrid (Sigi Wimala) yang sedang menanti kehadiran anak pertama, pergi bersama tiga temannya ke Bandung. Perjalanan ini merupakan usaha terakhir Adjie untuk berpamitan dengan adiknya, Ladya (Julie Estelle). Kedua kakak-beradik ini sudah tak akur lagi, dan besok Adjie harus berangkat ke Australia untuk memulai hidup baru. Pertemuan mereka tidak berjalan mulus pada… ",2010
203,Jejak Darah,http://filmindonesia.or.id/movie/title/lf-j010-10-396364_jejak-darah,"Jessica (Mentari), mahasiswi, bersahabat dengan Mischa (Thalita Latief) serta kekasihnya, Reno (Dimas Aditya) sejak bangku SMA. Mischa hamil tanpa diketahui sahabat-sahabatnya tadi. Malam itu, Mischa meminta Jessica untuk mengantarnya ke sebuah klinik tanpa memberi tahu kehamilannya dan tidak kembali lagi. Ia menghilang tanpa kabar sampai akhirnya Mischa ditemukan meninggal tanpa sebab. Lima tahun setelah kejadian itu,… ",2010
204,Toilet 105,http://filmindonesia.or.id/movie/title/lf-t009-10-234985_toilet-105,"Toilet yang dimiliki oleh SMU Bina Persada selalu wangi dan bersih, hingga jadi favorit tak hanya siswa-siwa tapi juga 'penghuni' lainnya, makhluk halus. Okta (Ricky Harun), Ical (Lionil Tikoalu), dan Rio (Rizky Putra) adalah siswa yang selalu mendapat teror dari 'penghuni' toilet itu. Dan teror itu semakin gencar ketika SMU Bina Persada kedatangan murid baru, Marsya… ",2010
205,Suster Keramas,http://filmindonesia.or.id/movie/title/lf-s013-09-820416_suster-keramas,"Mengisahkan seorang wisatawan Jepang (Rin Sakuragi) yang mencari saudaranya yang berprofesi sebagai suster di Indonesia. Ironisnya, saudaranya itu ternyata sudah meninggal. ",2009
206,Air Terjun Pengantin,http://filmindonesia.or.id/movie/title/lf-a018-09-821665_air-terjun-pengantin,"Tiara (Tamara Bleszynski) adalah mantan seorang atlit wushu yang mengalami trauma akibat kecelakaan. Suatu saat, Tiara dan kekasihnya--Lilo (Kieran Sidhu)--mengajak keponakannya--Mandy (Navy Rizky Tavania)--dan teman-temannya berlibur di sebuah pulau yang sunyi. Tidak seorang pun mengira bahwa pulau tersebut didiami oleh seorang pembunuh yang mengancam nyawa mereka. ",2009
207,Hantu Binal Jembatan Semanggi,http://filmindonesia.or.id/movie/title/lf-h026-09-865339_hantu-binal-jembatan-semanggi,"Rico memiliki indra keenam yang membuatnya dapat berhubungan dengan alam gaib. Kemampuannya itu telah membuatnya mengalami stres, jiwa terguncang, kecelakaan, hingga kehilangan penglihatannya. Rico akhirnya mendapat donor mata dari Cherice yang baru saja meninggal. Namun, mata barunya ternyata menambah masalah bagi Rico karena ternyata arwah Cherice hendak melampiaskan dendamnya. Rico mulai dihantui oleh penunggu Jembatan Semanggi… ",2009
208,Jeritan Kuntilanak,http://filmindonesia.or.id/movie/title/lf-j017-09-747828_jeritan-kuntilanak,"Lila, Reina, dan Vivin saling berteman. Reina jatuh cinta kepada Ferry yang secara diam-diam juga dicintai oleh Lila. Kedekatan Ferry dan Lila membuat Reina cemburu. Suatu hari Reina mengajak mereka ke villa orang tuanya. Lila tetap pergi bersama Reina meskipun tidak diijinkan oleh Yunita, kakaknya.
Ternyata Reina berniat menyingkirkan Lila. Dalam perjalanan, Lila dijebak untuk berenang… ",2009
209,Keramat,http://filmindonesia.or.id/movie/title/lf-k007-09-187133_keramat,"Sebuah tim produksi film, berangkat dari Jakarta ke daerah Bantul Yogyakarta untuk mempersiapkan shooting film. Sutradara, Asisten Sutradara, Manager Produksi, dan dua orang artis utama melakukan latihan. Sementara, tim ""behind the scene"" mendokumentasikan persiapan produksi ini.
Lokasi shooting merupakan daerah yang disucikan dan keramat. Sayangnya, orang-orang dalam tim produksi membawa perilaku orang kota dan tidak menghormati… ",2009
210,Pocong Jalan Blora,http://filmindonesia.or.id/movie/title/lf-p016-09-355384_pocong-jalan-blora,"Rasa keingintahuan Sandra, Mei, Josh, dan Joe mengenai keberadaan pocong di Jalan Blora akhirnya terjawab dengan terror yang bertubi–tubi menghantui mereka. Suatu hari Sandra mendatangi tempat tinggal Mei, namun yang ditemui di rumah tersebut bukanlah Mei melainkan orang yang tidak dikenalnya. Sandra menduga Mei menghilang. Dugaan Sandra diperkuat keterangan Fredi, kekasih Mei, yang mengaku tidak pernah… ",2009
211,Darah Perawan Bulan Madu,http://filmindonesia.or.id/movie/title/lf-d021-09-718292_darah-perawan-bulan-madu,"Putra (Restu Sinaga) yang menikahi Amira (Indah Kalalo) ingin memberikan pengalaman bulan madu terbaik bagi istrinya di pulau miliknya. Namun, keanehan-keanehan dan sesosok hantu berbaju pengantin meneror mereka. ",2009
212,Kutukan Suster Ngesot,http://filmindonesia.or.id/movie/title/lf-k019-09-344009_kutukan-suster-ngesot,"Sebuah bis yang membawa kelompok pemandu sorak yang baru selesai bertanding mengalami kecelakaan dan terperosok ke dalam jurang. Bis terhenti di tengah lahan kuburan kuno yang berlumpur. Secara perlahan, hamparan lumpur menelan tubuh bis. Derry (Randy Pangalila), asisten pelatih team basket menyarankan penumpang untuk keluar dari bis dan mencari bantuan. Shanti (Celine Evangelista), bersikeras menunggu bantuan… ",2009
213,Paku Kuntilanak,http://filmindonesia.or.id/movie/title/lf-p014-09-659645_paku-kuntilanak,"Trio pemburu mayat (Sukun, Obeng, dan Odjie) beraksi. Mereka mencari Kuntilanak yang menjelma menjadi manusia kembali setelah paku di kepalanya lepas secara tidak sengaja oleh atasan mereka, Pak Joko. Pada saat yang bersamaan, Pak Joko yang berusia tua dirongrong oleh ibunya karena belum juga menikah. Pak Joko mendekati Mona namun ditolak mentah-mentah.
Akhirnya muncul seorang perempuan… ",2009
214,Hantu Rumah Ampera,http://filmindonesia.or.id/movie/title/lf-h016-09-038752_hantu-rumah-ampera,"Ditemani dengan sebuah Musik Box hadiah dari Adit, Annisa tersenyum sendiri mengingat janji yang diucapkan Adit kepada dirinya sebelum Adit melanjutkan studi di London. Adit kemudian berhubungan dengan wanita lain bernama Lulu dan Annisa mengetahuinya. Karena penasaran Annisa selalu membuntuti kemana pun Adit pergi.
Adit dan Ibunya baru saja membeli sebuah rumah yang ternyata sering menampakkan… ",2009
215,Dikejar Setan,http://filmindonesia.or.id/movie/title/lf-d012-09-829463_dikejar-setan,"Tiga pasang remaja berkelompok untuk membuat film horor amatir  berjudul “Dikejar Setan”. Rencananya film tersebut hendak diikutsertakan pada sebuah festival film indie. Untuk mencuri perhatian penonton, mereka sepakat memunculkan hantu sungguhan. Maka mereka pun melibatkan seorang ahli pemanggil setan dalam proses shooting. Dalam proses pembuatan film, berbagai kejadian aneh menimpa mereka. Mereka pun terseret peristiwa kejahataan… ",2009
216,Susuk Pocong,http://filmindonesia.or.id/movie/title/lf-s011-09-930114_susuk-pocong,"Asti memutuskan untuk memasang susuk setelah mengetahui suaminya Rako menikah lagi dengan Donna. Namun sang dukun menyarankan agar Asti memakai susuk paling dasyat: susuk dari orang yang telah menunggal. Dan sang Dukun memberitahu bahwa Donna adalah salah satu pasien yang pernah memasang susuk padanya.
Tak lama kemudian Donna ditemukan tewas setelah terjatuh dari lantai delapan apartemennya.… ",2009
217,Pocong Kamar Sebelah,http://filmindonesia.or.id/movie/title/lf-p018-09-484145_pocong-kamar-sebelah,"Felisa baru saja masuk di sebuah kos-kosan yang agak seram. Ibu Ratmi, pemilik kos, menempatkan Felisa, di sebuah kamar di sebelah kamar kosong, yang sudah 3 tahun tidak pernah dibuka. Felisa di larang oleh Ibu Ratmi untuk membuka kamar itu
Randy, cucu ibu Ratmi, sangat menyukai kehadiran Felisa. Ia terus berusaha untuk mendapatkan cinta Felisa, tapi… ",2009
